etf_code,strategy_name,strategy_label,delta_buyback_threshold,delta_buyback_label,early_close_rule,early_close_parameter,early_close_label,cycle_count,selected_cycle_count,buyback_count,buyback_rate,baseline_assignment_count,residual_assignment_count,baseline_net_option_yield_sum,delta_buyback_net_option_yield_sum,net_option_yield_change_sum,baseline_strategy_return_sum,delta_buyback_strategy_return_sum,strategy_return_change_sum,baseline_upside_cost_sum,delta_buyback_close_cost_sum,added_buyback_cost_sum,triggered_cycle_strategy_change_median
588000,ATM_Q100,ATM / Q100,0.9,Delta >= 0.90,delta,0.9,Delta >= 0.90,35,35,13,0.37142857142857144,15,4,-0.6396721136913077,-0.2211696337795499,0.4185024799117579,0.1642640019008195,0.5827664818125778,0.4185024799117584,1.7126639619541637,1.263743717341668,0.030417764700738287,0.03331379061371851
588000,BuyHold,ETF BuyHold,0.7,Delta >= 0.70,delta,0.7,Delta >= 0.70,35,0,0,,0,0,0.0,0.0,0.0,0.8039361155921274,0.8039361155921274,0.0,0.0,0.0,0.0,
588000,BuyHold,ETF BuyHold,0.8,Delta >= 0.80,delta,0.8,Delta >= 0.80,35,0,0,,0,0,0.0,0.0,0.0,0.8039361155921274,0.8039361155921274,0.0,0.0,0.0,0.0,
588000,BuyHold,ETF BuyHold,0.9,Delta >= 0.90,delta,0.9,Delta >= 0.90,35,0,0,,0,0,0.0,0.0,0.0,0.8039361155921274,0.8039361155921274,0.0,0.0,0.0,0.0,
588000,D10_Q100,D10 / Q100,0.7,Delta >= 0.70,delta,0.7,Delta >= 0.70,35,35,4,0.11428571428571428,4,0,-0.3783474586681006,-0.26527482170974614,0.1130726369583544,0.4255886569240284,0.5386612938823827,0.11307263695835434,0.5423276622424796,0.41858120456765,0.010673820716475076,0.02383909882251628
588000,D10_Q100,D10 / Q100,0.8,Delta >= 0.80,delta,0.8,Delta >= 0.80,35,35,3,0.08571428571428572,4,1,-0.3783474586681006,-0.28028690280574575,0.09806055586235482,0.4255886569240284,0.5236492127863832,0.09806055586235479,0.5423276622424796,0.4338315967282076,0.010435509651917153,0.01803953564421179
588000,D10_Q100,D10 / Q100,0.9,Delta >= 0.90,delta,0.9,Delta >= 0.90,35,35,2,0.05714285714285714,4,2,-0.3783474586681006,-0.24013455532324413,0.13821290334485645,0.4255886569240284,0.5638015602688848,0.13821290334485645,0.5423276622424796,0.3966919526283528,0.007422806269270299,0.06910645167242822
588000,D20_Q100,D20 / Q100,0.7,Delta >= 0.70,delta,0.7,Delta >= 0.70,35,35,4,0.11428571428571428,7,3,-0.5256354851578293,-0.3021924747075339,0.22344301045029544,0.278300630434299,0.5017436408845944,0.22344301045029555,0.8392127721930143,0.6024066324283155,0.013363129314403232,0.058824399608472966
588000,D20_Q100,D20 / Q100,0.8,Delta >= 0.80,delta,0.8,Delta >= 0.80,35,35,4,0.11428571428571428,7,3,-0.5256354851578293,-0.33282450835359983,0.19281097680422948,0.278300630434299,0.4711116072385285,0.1928109768042296,0.8392127721930143,0.6322769724049766,0.014124822983808091,0.045184057873051534
588000,D20_Q100,D20 / Q100,0.9,Delta >= 0.90,delta,0.9,Delta >= 0.90,35,35,3,0.08571428571428572,7,4,-0.5256354851578293,-0.640716360629142,-0.11508087547131256,0.278300630434299,0.16321975496298652,-0.11508087547131246,0.8392127721930143,0.9339981257138689,0.02029552195045821,0.009542085661080058
588000,D30_Q100,D30 / Q100,0.7,Delta >= 0.70,delta,0.7,Delta >= 0.70,35,35,6,0.17142857142857143,7,2,-0.5892564454986343,-0.251941111930167,0.3373153335684672,0.21467967009349442,0.5519950036619617,0.3373153335684673,1.075694959054094,0.7235852022036049,0.014794423282021919,0.06637573481578155
588000,D30_Q100,D30 / Q100,0.8,Delta >= 0.80,delta,0.8,Delta >= 0.80,35,35,5,0.14285714285714285,7,2,-0.5892564454986343,-0.24196380321381195,0.3472926422848223,0.21467967009349442,0.5619723123783168,0.3472926422848224,1.075694959054094,0.7138559884382661,0.014546328331005777,0.09315614285714287
588000,D30_Q100,D30 / Q100,0.9,Delta >= 0.90,delta,0.9,Delta >= 0.90,35,35,4,0.11428571428571428,7,3,-0.5892564454986343,-0.5218826466948433,0.06737379880379105,0.21467967009349442,0.28205346889728544,0.06737379880379107,1.075694959054094,0.9882327374547558,0.020088422795547206,0.06710747788021415
588000,D40_Q100,D40 / Q100,0.7,Delta >= 0.70,delta,0.7,Delta >= 0.70,35,35,11,0.3142857142857143,11,3,-0.6977891423109479,0.1435115895989556,0.8413007319099035,0.1061469732811803,0.9474477051910841,0.8413007319099037,1.4478916599234497,0.5927432137272306,0.013847714286315798,0.0581923465703972
588000,D40_Q100,D40 / Q100,0.8,Delta >= 0.80,delta,0.8,Delta >= 0.80,35,35,8,0.22857142857142856,11,4,-0.6977891423109479,0.06632959396565977,0.7641187362766078,0.1061469732811803,0.8702657095577883,0.764118736276608,1.4478916599234497,0.6704237863225471,0.013349137324295168,0.07308147738766221
588000,D40_Q100,D40 / Q100,0.9,Delta >= 0.90,delta,0.9,Delta >= 0.90,35,35,7,0.2,11,4,-0.6977891423109479,-0.2525273031049461,0.44526183920600193,0.1061469732811803,0.5514088124871823,0.4452618392060021,1.4478916599234497,0.981352013597638,0.021277807119809984,0.0809419825072886
588000,D50_Q100,D50 / Q100,0.7,Delta >= 0.70,delta,0.7,Delta >= 0.70,35,35,17,0.4857142857142857,12,4,-0.5836746812614744,-0.06530999256775157,0.518364688693723,0.2202614343306532,0.7386261230243766,0.5183646886937232,1.5064834227490895,0.9653110035561594,0.022807730499207812,-0.02914590347923687
588000,D50_Q100,D50 / Q100,0.8,Delta >= 0.80,delta,0.8,Delta >= 0.80,35,35,11,0.3142857142857143,12,4,-0.5836746812614744,0.141096529660971,0.7247712109224456,0.2202614343306532,0.9450326452530993,0.724771210922446,1.5064834227490895,0.764036969203431,0.017675242623213242,0.061832536893886195
588000,D50_Q100,D50 / Q100,0.9,Delta >= 0.90,delta,0.9,Delta >= 0.90,35,35,10,0.2857142857142857,12,4,-0.5836746812614744,-0.16910789864181552,0.4145667826196589,0.2202614343306532,0.6348282169503124,0.41456678261965935,1.5064834227490895,1.066527879298786,0.025388760830644792,0.051833821260486745
