ts_code,exchange,name,per_unit,opt_code,opt_type,call_put,exercise_type,exercise_price,s_month,maturity_date,list_price,list_date,delist_date,last_edate,last_ddate,quote_unit,min_price_chg
10003430.SH,SSE,华夏上证50ETF期权2107认沽3.80,10000.0,OP510050.SH,ETF期权,P,欧式,3.8,202107,20210728,0.2109,20210527,20210728,20210728,20210729,人民币元,0.0001
10003418.SH,SSE,华夏上证50ETF期权2107认购3.50,10000.0,OP510050.SH,ETF期权,C,欧式,3.5,202107,20210728,0.2163,20210527,20210728,20210728,20210729,人民币元,0.0001
10003425.SH,SSE,华夏上证50ETF期权2107认沽3.30,10000.0,OP510050.SH,ETF期权,P,欧式,3.3,202107,20210728,0.0186,20210527,20210728,20210728,20210729,人民币元,0.0001
10003439.SH,SSE,华泰柏瑞沪深300ETF期权2107认购5.75,10000.0,OP510300.SH,ETF期权,C,欧式,5.75,202107,20210728,0.0661,20210527,20210728,20210728,20210729,人民币元,0.0001
10003438.SH,SSE,华泰柏瑞沪深300ETF期权2107认购5.50,10000.0,OP510300.SH,ETF期权,C,欧式,5.5,202107,20210728,0.1214,20210527,20210728,20210728,20210729,人民币元,0.0001
10003448.SH,SSE,华泰柏瑞沪深300ETF期权2107认沽5.75,10000.0,OP510300.SH,ETF期权,P,欧式,5.75,202107,20210728,0.4602,20210527,20210728,20210728,20210729,人民币元,0.0001
10003434.SH,SSE,华泰柏瑞沪深300ETF期权2107认购4.80,10000.0,OP510300.SH,ETF期权,C,欧式,4.8,202107,20210728,0.5761,20210527,20210728,20210728,20210729,人民币元,0.0001
10003435.SH,SSE,华泰柏瑞沪深300ETF期权2107认购4.90,10000.0,OP510300.SH,ETF期权,C,欧式,4.9,202107,20210728,0.4837,20210527,20210728,20210728,20210729,人民币元,0.0001
10003413.SH,SSE,华夏上证50ETF期权2112认购3.949,10129.0,OP510050.SH,ETF期权,C,欧式,3.949,202112,20211222,0.0992,20210526,20211222,20211222,20211223,人民币元,0.0001
10003414.SH,SSE,华夏上证50ETF期权2112认沽3.949,10129.0,OP510050.SH,ETF期权,P,欧式,3.949,202112,20211222,0.4629,20210526,20211222,20211222,20211223,人民币元,0.0001
10003409.SH,SSE,华夏上证50ETF期权2112认购2.962,10129.0,OP510050.SH,ETF期权,C,欧式,2.962,202112,20211222,0.5012,20210507,20211222,20211222,20211223,人民币元,0.0001
10003411.SH,SSE,华泰柏瑞沪深300ETF期权2112认购4.60,10000.0,OP510300.SH,ETF期权,C,欧式,4.6,202112,20211222,0.5603,20210507,20211222,20211222,20211223,人民币元,0.0001
10003412.SH,SSE,华泰柏瑞沪深300ETF期权2112认沽4.60,10000.0,OP510300.SH,ETF期权,P,欧式,4.6,202112,20211222,0.1564,20210507,20211222,20211222,20211223,人民币元,0.0001
10003410.SH,SSE,华夏上证50ETF期权2112认沽2.962,10129.0,OP510050.SH,ETF期权,P,欧式,2.962,202112,20211222,0.0625,20210507,20211222,20211222,20211223,人民币元,0.0001
10003387.SH,SSE,华夏上证50ETF期权2112认沽3.554,10129.0,OP510050.SH,ETF期权,P,欧式,3.554,202112,20211222,0.3273,20210429,20211222,20211222,20211223,人民币元,0.0001
10003386.SH,SSE,华夏上证50ETF期权2112认沽3.455,10129.0,OP510050.SH,ETF期权,P,欧式,3.455,202112,20211222,0.2605,20210429,20211222,20211222,20211223,人民币元,0.0001
10003397.SH,SSE,华泰柏瑞沪深300ETF期权2112认购5.75,10000.0,OP510300.SH,ETF期权,C,欧式,5.75,202112,20211222,0.1347,20210429,20211222,20211222,20211223,人民币元,0.0001
10003381.SH,SSE,华夏上证50ETF期权2112认购3.85,10129.0,OP510050.SH,ETF期权,C,欧式,3.85,202112,20211222,0.0914,20210429,20211222,20211222,20211223,人民币元,0.0001
10003378.SH,SSE,华夏上证50ETF期权2112认购3.554,10129.0,OP510050.SH,ETF期权,C,欧式,3.554,202112,20211222,0.1649,20210429,20211222,20211222,20211223,人民币元,0.0001
10003403.SH,SSE,华泰柏瑞沪深300ETF期权2112认沽5.00,10000.0,OP510300.SH,ETF期权,P,欧式,5.0,202112,20211222,0.3119,20210429,20211222,20211222,20211223,人民币元,0.0001
10003389.SH,SSE,华夏上证50ETF期权2112认沽3.752,10129.0,OP510050.SH,ETF期权,P,欧式,3.752,202112,20211222,0.4825,20210429,20211222,20211222,20211223,人民币元,0.0001
10003374.SH,SSE,华夏上证50ETF期权2112认购3.159,10129.0,OP510050.SH,ETF期权,C,欧式,3.159,202112,20211222,0.3472,20210429,20211222,20211222,20211223,人民币元,0.0001
10003383.SH,SSE,华夏上证50ETF期权2112认沽3.159,10129.0,OP510050.SH,ETF期权,P,欧式,3.159,202112,20211222,0.1236,20210429,20211222,20211222,20211223,人民币元,0.0001
10003404.SH,SSE,华泰柏瑞沪深300ETF期权2112认沽5.25,10000.0,OP510300.SH,ETF期权,P,欧式,5.25,202112,20211222,0.4573,20210429,20211222,20211222,20211223,人民币元,0.0001
10003380.SH,SSE,华夏上证50ETF期权2112认购3.752,10129.0,OP510050.SH,ETF期权,C,欧式,3.752,202112,20211222,0.1107,20210429,20211222,20211222,20211223,人民币元,0.0001
10003373.SH,SSE,华夏上证50ETF期权2112认购3.061,10129.0,OP510050.SH,ETF期权,C,欧式,3.061,202112,20211222,0.4264,20210429,20211222,20211222,20211223,人民币元,0.0001
10003382.SH,SSE,华夏上证50ETF期权2112认沽3.061,10129.0,OP510050.SH,ETF期权,P,欧式,3.061,202112,20211222,0.0908,20210429,20211222,20211222,20211223,人民币元,0.0001
10003392.SH,SSE,华泰柏瑞沪深300ETF期权2112认购4.80,10000.0,OP510300.SH,ETF期权,C,欧式,4.8,202112,20211222,0.4602,20210429,20211222,20211222,20211223,人民币元,0.0001
10003406.SH,SSE,华泰柏瑞沪深300ETF期权2112认沽5.75,10000.0,OP510300.SH,ETF期权,P,欧式,5.75,202112,20211222,0.8326,20210429,20211222,20211222,20211223,人民币元,0.0001
10003399.SH,SSE,华泰柏瑞沪深300ETF期权2112认购6.25,10000.0,OP510300.SH,ETF期权,C,欧式,6.25,202112,20211222,0.0729,20210429,20211222,20211222,20211223,人民币元,0.0001
10003402.SH,SSE,华泰柏瑞沪深300ETF期权2112认沽4.90,10000.0,OP510300.SH,ETF期权,P,欧式,4.9,202112,20211222,0.265,20210429,20211222,20211222,20211223,人民币元,0.0001
10003405.SH,SSE,华泰柏瑞沪深300ETF期权2112认沽5.50,10000.0,OP510300.SH,ETF期权,P,欧式,5.5,202112,20211222,0.634,20210429,20211222,20211222,20211223,人民币元,0.0001
10003391.SH,SSE,华泰柏瑞沪深300ETF期权2112认购4.70,10000.0,OP510300.SH,ETF期权,C,欧式,4.7,202112,20211222,0.517,20210429,20211222,20211222,20211223,人民币元,0.0001
10003395.SH,SSE,华泰柏瑞沪深300ETF期权2112认购5.25,10000.0,OP510300.SH,ETF期权,C,欧式,5.25,202112,20211222,0.264,20210429,20211222,20211222,20211223,人民币元,0.0001
10003401.SH,SSE,华泰柏瑞沪深300ETF期权2112认沽4.80,10000.0,OP510300.SH,ETF期权,P,欧式,4.8,202112,20211222,0.2233,20210429,20211222,20211222,20211223,人民币元,0.0001
10003398.SH,SSE,华泰柏瑞沪深300ETF期权2112认购6.00,10000.0,OP510300.SH,ETF期权,C,欧式,6.0,202112,20211222,0.0981,20210429,20211222,20211222,20211223,人民币元,0.0001
10003384.SH,SSE,华夏上证50ETF期权2112认沽3.258,10129.0,OP510050.SH,ETF期权,P,欧式,3.258,202112,20211222,0.1615,20210429,20211222,20211222,20211223,人民币元,0.0001
10003375.SH,SSE,华夏上证50ETF期权2112认购3.258,10129.0,OP510050.SH,ETF期权,C,欧式,3.258,202112,20211222,0.2933,20210429,20211222,20211222,20211223,人民币元,0.0001
10003388.SH,SSE,华夏上证50ETF期权2112认沽3.653,10129.0,OP510050.SH,ETF期权,P,欧式,3.653,202112,20211222,0.4044,20210429,20211222,20211222,20211223,人民币元,0.0001
10003379.SH,SSE,华夏上证50ETF期权2112认购3.653,10129.0,OP510050.SH,ETF期权,C,欧式,3.653,202112,20211222,0.1342,20210429,20211222,20211222,20211223,人民币元,0.0001
10003377.SH,SSE,华夏上证50ETF期权2112认购3.455,10129.0,OP510050.SH,ETF期权,C,欧式,3.455,202112,20211222,0.1984,20210429,20211222,20211222,20211223,人民币元,0.0001
10003407.SH,SSE,华泰柏瑞沪深300ETF期权2112认沽6.00,10000.0,OP510300.SH,ETF期权,P,欧式,6.0,202112,20211222,1.0593,20210429,20211222,20211222,20211223,人民币元,0.0001
10003396.SH,SSE,华泰柏瑞沪深300ETF期权2112认购5.50,10000.0,OP510300.SH,ETF期权,C,欧式,5.5,202112,20211222,0.1862,20210429,20211222,20211222,20211223,人民币元,0.0001
10003394.SH,SSE,华泰柏瑞沪深300ETF期权2112认购5.00,10000.0,OP510300.SH,ETF期权,C,欧式,5.0,202112,20211222,0.3636,20210429,20211222,20211222,20211223,人民币元,0.0001
10003408.SH,SSE,华泰柏瑞沪深300ETF期权2112认沽6.25,10000.0,OP510300.SH,ETF期权,P,欧式,6.25,202112,20211222,1.2828,20210429,20211222,20211222,20211223,人民币元,0.0001
10003390.SH,SSE,华夏上证50ETF期权2112认沽3.85,10129.0,OP510050.SH,ETF期权,P,欧式,3.85,202112,20211222,0.5661,20210429,20211222,20211222,20211223,人民币元,0.0001
10003376.SH,SSE,华夏上证50ETF期权2112认购3.357,10129.0,OP510050.SH,ETF期权,C,欧式,3.357,202112,20211222,0.2445,20210429,20211222,20211222,20211223,人民币元,0.0001
10003385.SH,SSE,华夏上证50ETF期权2112认沽3.357,10129.0,OP510050.SH,ETF期权,P,欧式,3.357,202112,20211222,0.208,20210429,20211222,20211222,20211223,人民币元,0.0001
10003393.SH,SSE,华泰柏瑞沪深300ETF期权2112认购4.90,10000.0,OP510300.SH,ETF期权,C,欧式,4.9,202112,20211222,0.4111,20210429,20211222,20211222,20211223,人民币元,0.0001
10003400.SH,SSE,华泰柏瑞沪深300ETF期权2112认沽4.70,10000.0,OP510300.SH,ETF期权,P,欧式,4.7,202112,20211222,0.1854,20210429,20211222,20211222,20211223,人民币元,0.0001
10003371.SH,SSE,华夏上证50ETF期权2109认购3.00,10000.0,OP510050.SH,ETF期权,C,欧式,3.0,202109,20210922,0.4614,20210416,20210922,20210922,20210923,人民币元,0.0001
10003372.SH,SSE,华夏上证50ETF期权2109认沽3.00,10000.0,OP510050.SH,ETF期权,P,欧式,3.0,202109,20210922,0.0455,20210416,20210922,20210922,20210923,人民币元,0.0001
10003370.SH,SSE,华夏上证50ETF期权2105认沽3.00,10000.0,OP510050.SH,ETF期权,P,欧式,3.0,202105,20210526,0.0027,20210416,20210526,20210526,20210527,人民币元,0.0001
10003369.SH,SSE,华夏上证50ETF期权2105认购3.00,10000.0,OP510050.SH,ETF期权,C,欧式,3.0,202105,20210526,0.4194,20210416,20210526,20210526,20210527,人民币元,0.0001
10003367.SH,SSE,华夏上证50ETF期权2104认购3.00,10000.0,OP510050.SH,ETF期权,C,欧式,3.0,202104,20210428,0.4194,20210416,20210428,20210428,20210429,人民币元,0.0001
10003368.SH,SSE,华夏上证50ETF期权2104认沽3.00,10000.0,OP510050.SH,ETF期权,P,欧式,3.0,202104,20210428,0.0001,20210416,20210428,20210428,20210429,人民币元,0.0001
10003365.SH,SSE,华泰柏瑞沪深300ETF期权2105认购6.25,10000.0,OP510300.SH,ETF期权,C,欧式,6.25,202105,20210526,0.0015,20210406,20210526,20210526,20210527,人民币元,0.0001
10003366.SH,SSE,华泰柏瑞沪深300ETF期权2105认沽6.25,10000.0,OP510300.SH,ETF期权,P,欧式,6.25,202105,20210526,1.1114,20210406,20210526,20210526,20210527,人民币元,0.0001
10003364.SH,SSE,华夏上证50ETF期权2105认沽4.00,10000.0,OP510050.SH,ETF期权,P,欧式,4.0,202105,20210526,0.4628,20210331,20210526,20210526,20210527,人民币元,0.0001
10003363.SH,SSE,华夏上证50ETF期权2105认购4.00,10000.0,OP510050.SH,ETF期权,C,欧式,4.0,202105,20210526,0.0073,20210331,20210526,20210526,20210527,人民币元,0.0001
10003361.SH,SSE,华泰柏瑞沪深300ETF期权2105认购6.00,10000.0,OP510300.SH,ETF期权,C,欧式,6.0,202105,20210526,0.0032,20210329,20210526,20210526,20210527,人民币元,0.0001
10003362.SH,SSE,华泰柏瑞沪深300ETF期权2105认沽6.00,10000.0,OP510300.SH,ETF期权,P,欧式,6.0,202105,20210526,0.975,20210329,20210526,20210526,20210527,人民币元,0.0001
10003324.SH,SSE,华泰柏瑞沪深300ETF期权2109认沽4.50,10000.0,OP510300.SH,ETF期权,P,欧式,4.5,202109,20210922,0.1551,20210325,20210922,20210922,20210923,人民币元,0.0001
10003323.SH,SSE,华泰柏瑞沪深300ETF期权2109认购4.50,10000.0,OP510300.SH,ETF期权,C,欧式,4.5,202109,20210922,0.5407,20210325,20210922,20210922,20210923,人民币元,0.0001
10003321.SH,SSE,华泰柏瑞沪深300ETF期权2106认购4.50,10000.0,OP510300.SH,ETF期权,C,欧式,4.5,202106,20210623,0.4662,20210325,20210623,20210623,20210624,人民币元,0.0001
10003322.SH,SSE,华泰柏瑞沪深300ETF期权2106认沽4.50,10000.0,OP510300.SH,ETF期权,P,欧式,4.5,202106,20210623,0.0755,20210325,20210623,20210623,20210624,人民币元,0.0001
10003328.SH,SSE,华夏上证50ETF期权2105认购3.40,10000.0,OP510050.SH,ETF期权,C,欧式,3.4,202105,20210526,0.1474,20210325,20210526,20210526,20210527,人民币元,0.0001
10003337.SH,SSE,华夏上证50ETF期权2105认沽3.40,10000.0,OP510050.SH,ETF期权,P,欧式,3.4,202105,20210526,0.0971,20210325,20210526,20210526,20210527,人民币元,0.0001
10003327.SH,SSE,华夏上证50ETF期权2105认购3.30,10000.0,OP510050.SH,ETF期权,C,欧式,3.3,202105,20210526,0.2082,20210325,20210526,20210526,20210527,人民币元,0.0001
10003348.SH,SSE,华泰柏瑞沪深300ETF期权2105认购5.00,10000.0,OP510300.SH,ETF期权,C,欧式,5.0,202105,20210526,0.1314,20210325,20210526,20210526,20210527,人民币元,0.0001
10003360.SH,SSE,华泰柏瑞沪深300ETF期权2105认沽5.75,10000.0,OP510300.SH,ETF期权,P,欧式,5.75,202105,20210526,0.8511,20210325,20210526,20210526,20210527,人民币元,0.0001
10003354.SH,SSE,华泰柏瑞沪深300ETF期权2105认沽4.70,10000.0,OP510300.SH,ETF期权,P,欧式,4.7,202105,20210526,0.0898,20210325,20210526,20210526,20210527,人民币元,0.0001
10003340.SH,SSE,华夏上证50ETF期权2105认沽3.70,10000.0,OP510050.SH,ETF期权,P,欧式,3.7,202105,20210526,0.2863,20210325,20210526,20210526,20210527,人民币元,0.0001
10003358.SH,SSE,华泰柏瑞沪深300ETF期权2105认沽5.25,10000.0,OP510300.SH,ETF期权,P,欧式,5.25,202105,20210526,0.3941,20210325,20210526,20210526,20210527,人民币元,0.0001
10003331.SH,SSE,华夏上证50ETF期权2105认购3.70,10000.0,OP510050.SH,ETF期权,C,欧式,3.7,202105,20210526,0.0374,20210325,20210526,20210526,20210527,人民币元,0.0001
10003341.SH,SSE,华夏上证50ETF期权2105认沽3.80,10000.0,OP510050.SH,ETF期权,P,欧式,3.8,202105,20210526,0.3736,20210325,20210526,20210526,20210527,人民币元,0.0001
10003350.SH,SSE,华泰柏瑞沪深300ETF期权2105认购5.50,10000.0,OP510300.SH,ETF期权,C,欧式,5.5,202105,20210526,0.0265,20210325,20210526,20210526,20210527,人民币元,0.0001
10003351.SH,SSE,华泰柏瑞沪深300ETF期权2105认购5.75,10000.0,OP510300.SH,ETF期权,C,欧式,5.75,202105,20210526,0.015,20210325,20210526,20210526,20210527,人民币元,0.0001
10003330.SH,SSE,华夏上证50ETF期权2105认购3.60,10000.0,OP510050.SH,ETF期权,C,欧式,3.6,202105,20210526,0.0614,20210325,20210526,20210526,20210527,人民币元,0.0001
10003345.SH,SSE,华泰柏瑞沪深300ETF期权2105认购4.70,10000.0,OP510300.SH,ETF期权,C,欧式,4.7,202105,20210526,0.3017,20210325,20210526,20210526,20210527,人民币元,0.0001
10003359.SH,SSE,华泰柏瑞沪深300ETF期权2105认沽5.50,10000.0,OP510300.SH,ETF期权,P,欧式,5.5,202105,20210526,0.6136,20210325,20210526,20210526,20210527,人民币元,0.0001
10003342.SH,SSE,华夏上证50ETF期权2105认沽3.90,10000.0,OP510050.SH,ETF期权,P,欧式,3.9,202105,20210526,0.4677,20210325,20210526,20210526,20210527,人民币元,0.0001
10003334.SH,SSE,华夏上证50ETF期权2105认沽3.10,10000.0,OP510050.SH,ETF期权,P,欧式,3.1,202105,20210526,0.0236,20210325,20210526,20210526,20210527,人民币元,0.0001
10003344.SH,SSE,华泰柏瑞沪深300ETF期权2105认购4.60,10000.0,OP510300.SH,ETF期权,C,欧式,4.6,202105,20210526,0.3774,20210325,20210526,20210526,20210527,人民币元,0.0001
10003353.SH,SSE,华泰柏瑞沪深300ETF期权2105认沽4.60,10000.0,OP510300.SH,ETF期权,P,欧式,4.6,202105,20210526,0.0662,20210325,20210526,20210526,20210527,人民币元,0.0001
10003325.SH,SSE,华夏上证50ETF期权2105认购3.10,10000.0,OP510050.SH,ETF期权,C,欧式,3.1,202105,20210526,0.37,20210325,20210526,20210526,20210527,人民币元,0.0001
10003349.SH,SSE,华泰柏瑞沪深300ETF期权2105认购5.25,10000.0,OP510300.SH,ETF期权,C,欧式,5.25,202105,20210526,0.0583,20210325,20210526,20210526,20210527,人民币元,0.0001
10003333.SH,SSE,华夏上证50ETF期权2105认购3.90,10000.0,OP510050.SH,ETF期权,C,欧式,3.9,202105,20210526,0.0165,20210325,20210526,20210526,20210527,人民币元,0.0001
10003343.SH,SSE,华泰柏瑞沪深300ETF期权2105认购4.50,10000.0,OP510300.SH,ETF期权,C,欧式,4.5,202105,20210526,0.457,20210325,20210526,20210526,20210527,人民币元,0.0001
10003357.SH,SSE,华泰柏瑞沪深300ETF期权2105认沽5.00,10000.0,OP510300.SH,ETF期权,P,欧式,5.0,202105,20210526,0.2196,20210325,20210526,20210526,20210527,人民币元,0.0001
10003329.SH,SSE,华夏上证50ETF期权2105认购3.50,10000.0,OP510050.SH,ETF期权,C,欧式,3.5,202105,20210526,0.0959,20210325,20210526,20210526,20210527,人民币元,0.0001
10003347.SH,SSE,华泰柏瑞沪深300ETF期权2105认购4.90,10000.0,OP510300.SH,ETF期权,C,欧式,4.9,202105,20210526,0.18,20210325,20210526,20210526,20210527,人民币元,0.0001
10003332.SH,SSE,华夏上证50ETF期权2105认购3.80,10000.0,OP510050.SH,ETF期权,C,欧式,3.8,202105,20210526,0.0237,20210325,20210526,20210526,20210527,人民币元,0.0001
10003326.SH,SSE,华夏上证50ETF期权2105认购3.20,10000.0,OP510050.SH,ETF期权,C,欧式,3.2,202105,20210526,0.2878,20210325,20210526,20210526,20210527,人民币元,0.0001
10003339.SH,SSE,华夏上证50ETF期权2105认沽3.60,10000.0,OP510050.SH,ETF期权,P,欧式,3.6,202105,20210526,0.2109,20210325,20210526,20210526,20210527,人民币元,0.0001
10003355.SH,SSE,华泰柏瑞沪深300ETF期权2105认沽4.80,10000.0,OP510300.SH,ETF期权,P,欧式,4.8,202105,20210526,0.1243,20210325,20210526,20210526,20210527,人民币元,0.0001
10003338.SH,SSE,华夏上证50ETF期权2105认沽3.50,10000.0,OP510050.SH,ETF期权,P,欧式,3.5,202105,20210526,0.1448,20210325,20210526,20210526,20210527,人民币元,0.0001
10003335.SH,SSE,华夏上证50ETF期权2105认沽3.20,10000.0,OP510050.SH,ETF期权,P,欧式,3.2,202105,20210526,0.0375,20210325,20210526,20210526,20210527,人民币元,0.0001
10003356.SH,SSE,华泰柏瑞沪深300ETF期权2105认沽4.90,10000.0,OP510300.SH,ETF期权,P,欧式,4.9,202105,20210526,0.1669,20210325,20210526,20210526,20210527,人民币元,0.0001
10003346.SH,SSE,华泰柏瑞沪深300ETF期权2105认购4.80,10000.0,OP510300.SH,ETF期权,C,欧式,4.8,202105,20210526,0.2338,20210325,20210526,20210526,20210527,人民币元,0.0001
10003352.SH,SSE,华泰柏瑞沪深300ETF期权2105认沽4.50,10000.0,OP510300.SH,ETF期权,P,欧式,4.5,202105,20210526,0.0459,20210325,20210526,20210526,20210527,人民币元,0.0001
10003336.SH,SSE,华夏上证50ETF期权2105认沽3.30,10000.0,OP510050.SH,ETF期权,P,欧式,3.3,202105,20210526,0.0608,20210325,20210526,20210526,20210527,人民币元,0.0001
10003319.SH,SSE,华泰柏瑞沪深300ETF期权2104认购4.50,10000.0,OP510300.SH,ETF期权,C,欧式,4.5,202104,20210428,0.4495,20210325,20210428,20210428,20210429,人民币元,0.0001
10003320.SH,SSE,华泰柏瑞沪深300ETF期权2104认沽4.50,10000.0,OP510300.SH,ETF期权,P,欧式,4.5,202104,20210428,0.0175,20210325,20210428,20210428,20210429,人民币元,0.0001
10003318.SH,SSE,华夏上证50ETF期权2109认沽3.10,10000.0,OP510050.SH,ETF期权,P,欧式,3.1,202109,20210922,0.0935,20210310,20210922,20210922,20210923,人民币元,0.0001
10003317.SH,SSE,华夏上证50ETF期权2109认购3.10,10000.0,OP510050.SH,ETF期权,C,欧式,3.1,202109,20210922,0.4917,20210310,20210922,20210922,20210923,人民币元,0.0001
10003316.SH,SSE,华夏上证50ETF期权2104认沽3.10,10000.0,OP510050.SH,ETF期权,P,欧式,3.1,202104,20210428,0.0177,20210310,20210428,20210428,20210429,人民币元,0.0001
10003315.SH,SSE,华夏上证50ETF期权2104认购3.10,10000.0,OP510050.SH,ETF期权,C,欧式,3.1,202104,20210428,0.425,20210310,20210428,20210428,20210429,人民币元,0.0001
10003305.SH,SSE,华夏上证50ETF期权2109认购3.20,10000.0,OP510050.SH,ETF期权,C,欧式,3.2,202109,20210922,0.4609,20210309,20210922,20210922,20210923,人民币元,0.0001
10003313.SH,SSE,华泰柏瑞沪深300ETF期权2109认购4.60,10000.0,OP510300.SH,ETF期权,C,欧式,4.6,202109,20210922,0.6171,20210309,20210922,20210922,20210923,人民币元,0.0001
10003306.SH,SSE,华夏上证50ETF期权2109认沽3.20,10000.0,OP510050.SH,ETF期权,P,欧式,3.2,202109,20210922,0.1093,20210309,20210922,20210922,20210923,人民币元,0.0001
10003314.SH,SSE,华泰柏瑞沪深300ETF期权2109认沽4.60,10000.0,OP510300.SH,ETF期权,P,欧式,4.6,202109,20210922,0.1777,20210309,20210922,20210922,20210923,人民币元,0.0001
10003312.SH,SSE,华泰柏瑞沪深300ETF期权2106认沽4.60,10000.0,OP510300.SH,ETF期权,P,欧式,4.6,202106,20210623,0.106,20210309,20210623,20210623,20210624,人民币元,0.0001
10003311.SH,SSE,华泰柏瑞沪深300ETF期权2106认购4.60,10000.0,OP510300.SH,ETF期权,C,欧式,4.6,202106,20210623,0.5372,20210309,20210623,20210623,20210624,人民币元,0.0001
10003304.SH,SSE,华夏上证50ETF期权2104认沽3.20,10000.0,OP510050.SH,ETF期权,P,欧式,3.2,202104,20210428,0.0246,20210309,20210428,20210428,20210429,人民币元,0.0001
10003310.SH,SSE,华泰柏瑞沪深300ETF期权2104认沽4.60,10000.0,OP510300.SH,ETF期权,P,欧式,4.6,202104,20210428,0.0493,20210309,20210428,20210428,20210429,人民币元,0.0001
10003309.SH,SSE,华泰柏瑞沪深300ETF期权2104认购4.60,10000.0,OP510300.SH,ETF期权,C,欧式,4.6,202104,20210428,0.5128,20210309,20210428,20210428,20210429,人民币元,0.0001
10003303.SH,SSE,华夏上证50ETF期权2104认购3.20,10000.0,OP510050.SH,ETF期权,C,欧式,3.2,202104,20210428,0.3918,20210309,20210428,20210428,20210429,人民币元,0.0001
10003308.SH,SSE,华泰柏瑞沪深300ETF期权2103认沽4.60,10000.0,OP510300.SH,ETF期权,P,欧式,4.6,202103,20210324,0.0101,20210309,20210324,20210324,20210325,人民币元,0.0001
10003307.SH,SSE,华泰柏瑞沪深300ETF期权2103认购4.60,10000.0,OP510300.SH,ETF期权,C,欧式,4.6,202103,20210324,0.486,20210309,20210324,20210324,20210325,人民币元,0.0001
10003302.SH,SSE,华泰柏瑞沪深300ETF期权2104认沽4.70,10000.0,OP510300.SH,ETF期权,P,欧式,4.7,202104,20210428,0.031,20210301,20210428,20210428,20210429,人民币元,0.0001
10003299.SH,SSE,华夏上证50ETF期权2104认购3.30,10000.0,OP510050.SH,ETF期权,C,欧式,3.3,202104,20210428,0.4758,20210301,20210428,20210428,20210429,人民币元,0.0001
10003300.SH,SSE,华夏上证50ETF期权2104认沽3.30,10000.0,OP510050.SH,ETF期权,P,欧式,3.3,202104,20210428,0.0171,20210301,20210428,20210428,20210429,人民币元,0.0001
10003301.SH,SSE,华泰柏瑞沪深300ETF期权2104认购4.70,10000.0,OP510300.SH,ETF期权,C,欧式,4.7,202104,20210428,0.6571,20210301,20210428,20210428,20210429,人民币元,0.0001
10003295.SH,SSE,华泰柏瑞沪深300ETF期权2104认沽5.75,10000.0,OP510300.SH,ETF期权,P,欧式,5.75,202104,20210428,0.4132,20210225,20210428,20210428,20210429,人民币元,0.0001
10003274.SH,SSE,华夏上证50ETF期权2104认沽3.60,10000.0,OP510050.SH,ETF期权,P,欧式,3.6,202104,20210428,0.0643,20210225,20210428,20210428,20210429,人民币元,0.0001
10003273.SH,SSE,华夏上证50ETF期权2104认沽3.50,10000.0,OP510050.SH,ETF期权,P,欧式,3.5,202104,20210428,0.0426,20210225,20210428,20210428,20210429,人民币元,0.0001
10003282.SH,SSE,华泰柏瑞沪深300ETF期权2104认购4.90,10000.0,OP510300.SH,ETF期权,C,欧式,4.9,202104,20210428,0.5838,20210225,20210428,20210428,20210429,人民币元,0.0001
10003270.SH,SSE,华夏上证50ETF期权2104认购4.10,10000.0,OP510050.SH,ETF期权,C,欧式,4.1,202104,20210428,0.052,20210225,20210428,20210428,20210429,人民币元,0.0001
10003269.SH,SSE,华夏上证50ETF期权2104认购4.00,10000.0,OP510050.SH,ETF期权,C,欧式,4.0,202104,20210428,0.0728,20210225,20210428,20210428,20210429,人民币元,0.0001
10003264.SH,SSE,华夏上证50ETF期权2104认购3.50,10000.0,OP510050.SH,ETF期权,C,欧式,3.5,202104,20210428,0.3507,20210225,20210428,20210428,20210429,人民币元,0.0001
10003296.SH,SSE,华泰柏瑞沪深300ETF期权2104认沽6.00,10000.0,OP510300.SH,ETF期权,P,欧式,6.0,202104,20210428,0.6233,20210225,20210428,20210428,20210429,人民币元,0.0001
10003276.SH,SSE,华夏上证50ETF期权2104认沽3.80,10000.0,OP510050.SH,ETF期权,P,欧式,3.8,202104,20210428,0.1406,20210225,20210428,20210428,20210429,人民币元,0.0001
10003297.SH,SSE,华泰柏瑞沪深300ETF期权2104认沽6.25,10000.0,OP510300.SH,ETF期权,P,欧式,6.25,202104,20210428,0.8523,20210225,20210428,20210428,20210429,人民币元,0.0001
10003287.SH,SSE,华泰柏瑞沪深300ETF期权2104认购6.00,10000.0,OP510300.SH,ETF期权,C,欧式,6.0,202104,20210428,0.0576,20210225,20210428,20210428,20210429,人民币元,0.0001
10003291.SH,SSE,华泰柏瑞沪深300ETF期权2104认沽4.90,10000.0,OP510300.SH,ETF期权,P,欧式,4.9,202104,20210428,0.0518,20210225,20210428,20210428,20210429,人民币元,0.0001
10003266.SH,SSE,华夏上证50ETF期权2104认购3.70,10000.0,OP510050.SH,ETF期权,C,欧式,3.7,202104,20210428,0.2011,20210225,20210428,20210428,20210429,人民币元,0.0001
10003280.SH,SSE,华夏上证50ETF期权2104认沽4.20,10000.0,OP510050.SH,ETF期权,P,欧式,4.2,202104,20210428,0.4308,20210225,20210428,20210428,20210429,人民币元,0.0001
