surface_point_id,etf_code,sleeve_name,parameter_grid_role,sample_scope,sample_start,sample_end,n_trading_days,moneyness_label,target_moneyness,coverage,coverage_label,annualized_return_cagr,arithmetic_annualized_return,annualized_volatility,sharpe_daily_mean,sortino_ratio,calmar_ratio,max_drawdown,monthly_win_rate,worst_month_return,best_month_return,option_leg_annualized_pnl_contribution,premium_capture_ratio_agg,payoff_burden_agg,positive_option_leg_period_rate,assignment_rate,p95_short_call_mtm_loss,p99_short_call_mtm_loss,max_short_call_mtm_loss,avg_actual_dte,avg_realized_moneyness,median_realized_moneyness,selected_periods,skipped_periods,avg_active_coverage,annualized_return_cagr_vs_buyhold,sharpe_diff_vs_buyhold,mdd_improvement_vs_buyhold,option_leg_verdict,recommendation_read,source_engine
mny_daily_0272,510500,510500_DTE30_OTM7_Q20_Hold,surface,main_stepA_common_sample,2022-09-30,2026-05-27,881,OTM7,0.07,0.2,Q20,0.11884473265895301,0.13404872064790138,0.20878066066269635,0.6420552565664547,1.1011731219862906,0.40097023117949215,0.29639290754667724,0.5,-0.13175698643872158,0.23727000463851922,-0.0073673407932637715,-0.7409098554010057,1.715409855401006,0.8863636363636364,0.18181818181818182,0.002498090145148969,0.017785005191484144,0.04164138790774985,30.34090909090909,0.06774129984299582,0.06550772171806551,44,0,0.19999999999999998,-0.005942233426947219,-0.0044445820482158505,0.005228714074944407,near-flat option leg,drawdown cushion with visible return cost,continuous_30d_daily_mtm
mny_daily_0273,510500,510500_DTE30_OTM7_Q30_Hold,surface,main_stepA_common_sample,2022-09-30,2026-05-27,881,OTM7,0.07,0.3,Q30,0.11576604300718185,0.13036086426218307,0.20416250788281937,0.6385151985740922,1.0859440247595578,0.3927217208558489,0.2947788137485641,0.5,-0.13095677402665207,0.21995314929468912,-0.01105101118989565,-0.7409098554010058,1.7154098554010058,0.8863636363636364,0.18181818181818182,0.0037471352177234525,0.02667750778722621,0.062462081861624774,30.34090909090909,0.06774129984299582,0.06550772171806551,44,0,0.29999999999999993,-0.00902092307871838,-0.007984640040578306,0.006842807873057577,negative option leg,drawdown cushion with visible return cost,continuous_30d_daily_mtm
mny_daily_0274,510500,510500_DTE30_OTM7_Q40_Hold,surface,main_stepA_common_sample,2022-09-30,2026-05-27,881,OTM7,0.07,0.4,Q40,0.11261606682910963,0.12667300787646416,0.19981305357920248,0.6339576199222297,1.0689360072865017,0.3841250518034709,0.2931755330728264,0.5,-0.1301565906937402,0.20276266221095218,-0.014734681586527543,-0.7409098554010057,1.715409855401006,0.8863636363636364,0.18181818181818182,0.004996180290297938,0.03557001038296829,0.0832827758154997,30.34090909090909,0.06774129984299582,0.06550772171806551,44,0,0.39999999999999997,-0.012170899256790602,-0.012542218692440876,0.00844608854879525,negative option leg,drawdown cushion with visible return cost,continuous_30d_daily_mtm
mny_daily_0275,510500,510500_DTE30_OTM7_Q50_Hold,surface,main_stepA_common_sample,2022-09-30,2026-05-27,881,OTM7,0.07,0.5,Q50,0.10939512933340234,0.12298515149074406,0.19575020953674824,0.6282759634423586,1.0500632647172334,0.37510068660439094,0.29164203969794,0.5227272727272727,-0.12935643799386587,0.18569836476187573,-0.01841835198315942,-0.7409098554010058,1.715409855401005,0.8863636363636364,0.18181818181818182,0.006245225362872421,0.04446251297871036,0.10410346976937462,30.34090909090909,0.06774129984299582,0.06550772171806551,44,0,0.5,-0.01539183675249789,-0.018223875172311943,0.009979581923681646,negative option leg,drawdown cushion with visible return cost,continuous_30d_daily_mtm
mny_daily_0276,510500,510500_DTE30_OTM7_Q60_Hold,surface,main_stepA_common_sample,2022-09-30,2026-05-27,881,OTM7,0.07,0.6,Q60,0.10610355854630771,0.11929729510502499,0.19199217193445425,0.6213654124698004,1.02926052265772,0.3657399960697371,0.29010652290288896,0.5227272727272727,-0.12855631748381868,0.1687600776816629,-0.0221020223797913,-0.7409098554010058,1.7154098554010058,0.8863636363636364,0.18181818181818182,0.007494270435446905,0.05335501557445242,0.12492416372324955,30.34090909090909,0.06774129984299582,0.06550772171806551,44,0,0.5999999999999999,-0.018683407539592523,-0.02513442614487016,0.011515098718732686,negative option leg,drawdown cushion with visible return cost,continuous_30d_daily_mtm
mny_daily_0277,510500,510500_DTE30_OTM7_Q70_Hold,surface,main_stepA_common_sample,2022-09-30,2026-05-27,881,OTM7,0.07,0.7,Q70,0.10274168523124505,0.11560943871930612,0.18855716648255474,0.6131267290230641,1.0066725392471445,0.3560385589421114,0.2885689840350969,0.5227272727272727,-0.127756230723299,0.1519476210636821,-0.02578569277642319,-0.740909855401006,1.7154098554010062,0.8863636363636364,0.18181818181818182,0.008743315508021389,0.06224751817019449,0.14574485767712447,30.34090909090909,0.06774129984299582,0.06550772171806551,44,0,0.7000000000000001,-0.02204528085465518,-0.03337310959160644,0.013052637586524751,negative option leg,drawdown cushion with visible return cost,continuous_30d_daily_mtm
mny_daily_0278,510500,510500_DTE30_OTM7_Q80_Hold,surface,main_stepA_common_sample,2022-09-30,2026-05-27,881,OTM7,0.07,0.8,Q80,0.09930984280352928,0.11192158233358772,0.18546314290754196,0.603470752080285,0.9821675988721722,0.34599185428822304,0.28702942445807056,0.5454545454545454,-0.12695617927492164,0.13526081436000092,-0.029469363173055086,-0.7409098554010057,1.715409855401006,0.8863636363636364,0.18181818181818182,0.009992360580595876,0.07114002076593658,0.1665655516309994,30.34090909090909,0.06774129984299582,0.06550772171806551,44,0,0.7999999999999999,-0.02547712328237095,-0.04302908653438553,0.01459219716355109,negative option leg,drawdown cushion with visible return cost,continuous_30d_daily_mtm
mny_daily_0279,510500,510500_DTE30_OTM7_Q90_Hold,surface,main_stepA_common_sample,2022-09-30,2026-05-27,881,OTM7,0.07,0.9,Q90,0.09580836724006825,0.10823372594786879,0.18272742300965514,0.5923233861955677,0.9559470681822142,0.3355952581974549,0.2854878455514329,0.5454545454545454,-0.1261561647042193,0.12995457429482382,-0.03315303356968696,-0.7409098554010058,1.7154098554010058,0.8863636363636364,0.18181818181818182,0.01124140565317036,0.08003252336167864,0.18738624558487432,30.34090909090909,0.06774129984299582,0.06550772171806551,44,0,0.9000000000000002,-0.028978598845831982,-0.05417645241910285,0.016133776070188732,negative option leg,drawdown cushion with visible return cost,continuous_30d_daily_mtm
mny_daily_0280,510500,510500_DTE30_OTM7_Q100_Hold,surface,main_stepA_common_sample,2022-09-30,2026-05-27,881,OTM7,0.07,1.0,Q100,0.09223759698392997,0.1045458695621497,0.18036631132156616,0.5796308013183241,0.9280197945665992,0.32484404034476777,0.28394424871096646,0.5454545454545454,-0.12535618857964503,0.1292549147451596,-0.03683670396631884,-0.7409098554010058,1.715409855401005,0.8863636363636364,0.18181818181818182,0.012490450725744843,0.08892502595742072,0.20820693953874925,30.34090909090909,0.06774129984299582,0.06550772171806551,44,0,1.0,-0.03254936910197026,-0.06686903729634641,0.017677372910655187,negative option leg,drawdown cushion with visible return cost,continuous_30d_daily_mtm
588000_buyhold,588000,588000_ETF_BuyHold,buyhold,short_sample_extension,2023-06-30,2026-05-27,703,BuyHold,,0.0,Q0,0.2389742738605407,0.2726381177285216,0.3474005025640231,0.7847948282063195,1.6317806735724503,0.6551723632197246,0.36475023562676756,0.42857142857142855,-0.1950947603121519,0.30494505494505497,0.0,,,,,0.0,0.0,0.0,,,,0,0,0.0,0.0,0.0,0.0,pure ETF baseline,baseline,continuous_30d_daily_mtm
mny_daily_0281,588000,588000_DTE30_ATM_Q10_Hold,surface,short_sample_extension,2023-06-30,2026-05-27,703,ATM,0.0,0.1,Q10,0.22268711160387156,0.25212072875667363,0.32409233305966634,0.7779287043802344,1.5814113072513145,0.6509381992932592,0.3421017722506512,0.42857142857142855,-0.18853976792022464,0.27452661133209433,-0.020488203496781588,-0.5809554618717575,1.5554554618717573,0.7428571428571429,0.42857142857142855,0.010408752327746741,0.034843428571428615,0.06202857142857143,30.34285714285714,0.0006032826838843684,0.00536193029490617,35,0,0.09999999999999998,-0.016287162256669152,-0.006866123826085091,0.022648463376116368,negative option leg,drawdown cushion with visible return cost,continuous_30d_daily_mtm
mny_daily_0282,588000,588000_DTE30_ATM_Q20_Hold,surface,short_sample_extension,2023-06-30,2026-05-27,703,ATM,0.0,0.2,Q20,0.20582799105727023,0.23160333978482525,0.30146918794757177,0.7682487930577607,1.5199571565859125,0.6456522003095431,0.3187908148668753,0.42857142857142855,-0.1819384928705291,0.24435999771160644,-0.040976406993563176,-0.5809554618717575,1.5554554618717573,0.7428571428571429,0.42857142857142855,0.020817504655493483,0.06968685714285723,0.12405714285714287,30.34285714285714,0.0006032826838843684,0.00536193029490617,35,0,0.19999999999999996,-0.03314628280327048,-0.01654603514855879,0.04595942075989223,negative option leg,drawdown cushion with visible return cost,continuous_30d_daily_mtm
mny_daily_0283,588000,588000_DTE30_ATM_Q30_Hold,surface,short_sample_extension,2023-06-30,2026-05-27,703,ATM,0.0,0.3,Q30,0.18841790842350647,0.21108595081297774,0.27969733996387586,0.7546941663450945,1.445918785302804,0.6391294155828742,0.29480400030042875,0.42857142857142855,-0.17529066170272478,0.2144477353419303,-0.06146461049034478,-0.5809554618717574,1.5554554618717578,0.7428571428571429,0.42857142857142855,0.031226256983240216,0.10453028571428583,0.1860857142857143,30.34285714285714,0.0006032826838843684,0.00536193029490617,35,0,0.3,-0.050556365437034234,-0.030100661861225064,0.06994623532633881,negative option leg,drawdown cushion with visible return cost,continuous_30d_daily_mtm
mny_daily_0284,588000,588000_DTE30_ATM_Q40_Hold,surface,short_sample_extension,2023-06-30,2026-05-27,703,ATM,0.0,0.4,Q40,0.1704784238511714,0.19056856184112922,0.2589915683016657,0.7358099072135068,1.361566019597358,0.6097717025450122,0.2795774601209655,0.42857142857142855,-0.1685959997019969,0.18771570968510587,-0.08195281398712635,-0.5809554618717575,1.5554554618717573,0.7428571428571429,0.42857142857142855,0.041635009310986966,0.13937371428571446,0.24811428571428573,30.34285714285714,0.0006032826838843684,0.00536193029490617,35,0,0.3999999999999999,-0.06849585000936931,-0.04898492099281271,0.08517277550580205,negative option leg,drawdown cushion with visible return cost,continuous_30d_daily_mtm
mny_daily_0285,588000,588000_DTE30_ATM_Q50_Hold,surface,short_sample_extension,2023-06-30,2026-05-27,703,ATM,0.0,0.5,Q50,0.15203162713350338,0.1700511728692803,0.2396283845608314,0.7096453668497338,1.265445189731263,0.5725389725955948,0.2655393508747026,0.4857142857142857,-0.16185423089556794,0.17269256000215338,-0.10244101748390795,-0.5809554618717575,1.555455461871758,0.7428571428571429,0.42857142857142855,0.0520437616387337,0.17421714285714304,0.31014285714285716,30.34285714285714,0.0006032826838843684,0.00536193029490617,35,0,0.5,-0.08694264672703733,-0.07514946135658573,0.09921088475206497,negative option leg,drawdown cushion with visible return cost,continuous_30d_daily_mtm
mny_daily_0286,588000,588000_DTE30_ATM_Q60_Hold,surface,short_sample_extension,2023-06-30,2026-05-27,703,ATM,0.0,0.6,Q60,0.1331001022796785,0.14953378389743324,0.22195943929128092,0.6736986918641369,1.156569722258842,0.5296684525328373,0.25128946540652586,0.4857142857142857,-0.15506507804921987,0.15781152055920744,-0.12292922098068956,-0.5809554618717574,1.5554554618717578,0.7428571428571429,0.42857142857142855,0.06245251396648043,0.20906057142857165,0.3721714285714286,30.34285714285714,0.0006032826838843684,0.00536193029490617,35,0,0.6,-0.10587417158086221,-0.11109613634218263,0.1134607702202417,negative option leg,drawdown cushion with visible return cost,continuous_30d_daily_mtm
mny_daily_0287,588000,588000_DTE30_ATM_Q70_Hold,surface,short_sample_extension,2023-06-30,2026-05-27,703,ATM,0.0,0.7,Q70,0.11370689102970855,0.1290163949255832,0.20642025690603827,0.6250180910505841,1.0343740211820567,0.4801282682490464,0.23682607034236913,0.4857142857142857,-0.14822826266381706,0.14307182218635006,-0.14341742447747116,-0.5809554618717574,1.5554554618717578,0.7428571428571429,0.42857142857142855,0.07286126629422718,0.24390400000000026,0.43420000000000003,30.34285714285714,0.0006032826838843684,0.00536193029490617,35,0,0.7000000000000001,-0.12526738283083216,-0.15977673715573537,0.12792416528439843,negative option leg,drawdown cushion with visible return cost,continuous_30d_daily_mtm
mny_daily_0288,588000,588000_DTE30_ATM_Q80_Hold,surface,short_sample_extension,2023-06-30,2026-05-27,703,ATM,0.0,0.8,Q80,0.09387545538517861,0.10849900595373643,0.19352455141195576,0.5606472417175358,0.8986518382881334,0.4225817296455122,0.22214745408876801,0.5142857142857142,-0.14134350497183967,0.13859315850135023,-0.1639056279742527,-0.5809554618717575,1.5554554618717573,0.7428571428571429,0.42857142857142855,0.08327001862197393,0.2787474285714289,0.49622857142857146,30.34285714285714,0.0006032826838843684,0.00536193029490617,35,0,0.7999999999999998,-0.1450988184753621,-0.22414758648878375,0.14260278153799955,negative option leg,drawdown cushion with visible return cost,continuous_30d_daily_mtm
