option_code,underlying_etf,option_type,strike,expiry
90001458.SZ,159915,C,2.35,2023-06-28
90001459.SZ,159915,C,2.4,2023-06-28
90001460.SZ,159915,C,2.45,2023-06-28
90001461.SZ,159915,C,2.5,2023-06-28
90001462.SZ,159915,P,2.1,2023-06-28
90001463.SZ,159915,P,2.15,2023-06-28
90001464.SZ,159915,P,2.2,2023-06-28
90001465.SZ,159915,P,2.25,2023-06-28
90001466.SZ,159915,P,2.3,2023-06-28
90001467.SZ,159915,P,2.35,2023-06-28
90001468.SZ,159915,P,2.4,2023-06-28
90001469.SZ,159915,P,2.45,2023-06-28
90001470.SZ,159915,P,2.5,2023-06-28
90001507.SZ,159915,C,2.05,2023-06-28
90001508.SZ,159915,P,2.05,2023-06-28
90001509.SZ,159915,C,2.0,2023-06-28
90001510.SZ,159915,P,2.0,2023-06-28
90001519.SZ,159915,C,2.6,2022-11-23
90001520.SZ,159915,P,2.6,2022-11-23
90001521.SZ,159915,C,2.6,2022-12-28
90001522.SZ,159915,P,2.6,2022-12-28
90001523.SZ,159915,C,2.6,2023-03-22
90001524.SZ,159915,P,2.6,2023-03-22
90001525.SZ,159915,C,2.55,2023-06-28
90001526.SZ,159915,C,2.6,2023-06-28
90001527.SZ,159915,P,2.55,2023-06-28
90001528.SZ,159915,P,2.6,2023-06-28
90001535.SZ,159915,C,2.05,2023-01-30
90001536.SZ,159915,C,2.1,2023-01-30
90001537.SZ,159915,C,2.15,2023-01-30
90001538.SZ,159915,C,2.2,2023-01-30
90001539.SZ,159915,C,2.25,2023-01-30
90001540.SZ,159915,C,2.3,2023-01-30
90001541.SZ,159915,C,2.35,2023-01-30
90001542.SZ,159915,C,2.4,2023-01-30
90001543.SZ,159915,C,2.45,2023-01-30
90001544.SZ,159915,P,2.05,2023-01-30
90001545.SZ,159915,P,2.1,2023-01-30
90001546.SZ,159915,P,2.15,2023-01-30
90001547.SZ,159915,P,2.2,2023-01-30
90001548.SZ,159915,P,2.25,2023-01-30
90001549.SZ,159915,P,2.3,2023-01-30
90001550.SZ,159915,P,2.35,2023-01-30
90001551.SZ,159915,P,2.4,2023-01-30
90001552.SZ,159915,P,2.45,2023-01-30
90001591.SZ,159915,C,2.5,2023-01-30
90001592.SZ,159915,P,2.5,2023-01-30
90001597.SZ,159915,C,2.55,2023-01-30
90001598.SZ,159915,P,2.55,2023-01-30
90001693.SZ,159915,C,2.0,2023-01-30
90001694.SZ,159915,P,2.0,2023-01-30
90001695.SZ,159915,C,2.05,2023-02-22
90001696.SZ,159915,C,2.1,2023-02-22
90001697.SZ,159915,C,2.15,2023-02-22
90001698.SZ,159915,C,2.2,2023-02-22
90001699.SZ,159915,C,2.25,2023-02-22
90001700.SZ,159915,C,2.3,2023-02-22
90001701.SZ,159915,C,2.35,2023-02-22
90001702.SZ,159915,C,2.4,2023-02-22
90001703.SZ,159915,C,2.45,2023-02-22
90001704.SZ,159915,P,2.05,2023-02-22
90001705.SZ,159915,P,2.1,2023-02-22
90001706.SZ,159915,P,2.15,2023-02-22
90001707.SZ,159915,P,2.2,2023-02-22
90001708.SZ,159915,P,2.25,2023-02-22
90001709.SZ,159915,P,2.3,2023-02-22
90001710.SZ,159915,P,2.35,2023-02-22
90001711.SZ,159915,P,2.4,2023-02-22
90001712.SZ,159915,P,2.45,2023-02-22
90001749.SZ,159915,C,2.5,2023-02-22
90001750.SZ,159915,P,2.5,2023-02-22
90001753.SZ,159915,C,2.55,2023-02-22
90001754.SZ,159915,P,2.55,2023-02-22
90001767.SZ,159915,C,2.6,2023-01-30
90001768.SZ,159915,P,2.6,2023-01-30
90001769.SZ,159915,C,2.6,2023-02-22
90001770.SZ,159915,P,2.6,2023-02-22
90001779.SZ,159915,C,2.65,2023-01-30
90001780.SZ,159915,P,2.65,2023-01-30
90001781.SZ,159915,C,2.65,2023-02-22
90001782.SZ,159915,P,2.65,2023-02-22
90001783.SZ,159915,C,2.65,2023-03-22
90001784.SZ,159915,P,2.65,2023-03-22
90001785.SZ,159915,C,2.65,2023-06-28
90001786.SZ,159915,P,2.65,2023-06-28
90001793.SZ,159915,C,2.7,2023-01-30
90001794.SZ,159915,P,2.7,2023-01-30
90001795.SZ,159915,C,2.7,2023-02-22
90001796.SZ,159915,P,2.7,2023-02-22
90001797.SZ,159915,C,2.7,2023-03-22
90001798.SZ,159915,P,2.7,2023-03-22
90001799.SZ,159915,C,2.7,2023-06-28
90001800.SZ,159915,P,2.7,2023-06-28
90001833.SZ,159915,C,2.35,2023-09-27
90001834.SZ,159915,C,2.4,2023-09-27
90001835.SZ,159915,C,2.45,2023-09-27
90001836.SZ,159915,C,2.5,2023-09-27
90001837.SZ,159915,C,2.55,2023-09-27
90001838.SZ,159915,C,2.6,2023-09-27
90001839.SZ,159915,C,2.65,2023-09-27
90001840.SZ,159915,C,2.7,2023-09-27
90001841.SZ,159915,C,2.75,2023-09-27
90001842.SZ,159915,P,2.35,2023-09-27
90001843.SZ,159915,P,2.4,2023-09-27
90001844.SZ,159915,P,2.45,2023-09-27
90001845.SZ,159915,P,2.5,2023-09-27
90001846.SZ,159915,P,2.55,2023-09-27
90001847.SZ,159915,P,2.6,2023-09-27
90001848.SZ,159915,P,2.65,2023-09-27
90001849.SZ,159915,P,2.7,2023-09-27
90001850.SZ,159915,P,2.75,2023-09-27
90001887.SZ,159915,C,2.75,2023-02-22
90001888.SZ,159915,P,2.75,2023-02-22
90001889.SZ,159915,C,2.75,2023-03-22
90001890.SZ,159915,P,2.75,2023-03-22
90001891.SZ,159915,C,2.75,2023-06-28
90001892.SZ,159915,P,2.75,2023-06-28
90001893.SZ,159915,C,2.3,2023-09-27
90001894.SZ,159915,P,2.3,2023-09-27
90001899.SZ,159915,C,2.25,2023-09-27
90001900.SZ,159915,P,2.25,2023-09-27
90001903.SZ,159915,C,2.2,2023-09-27
90001904.SZ,159915,P,2.2,2023-09-27
90001925.SZ,159915,C,2.2,2023-04-26
90001926.SZ,159915,C,2.25,2023-04-26
90001927.SZ,159915,C,2.3,2023-04-26
90001928.SZ,159915,C,2.35,2023-04-26
90001929.SZ,159915,C,2.4,2023-04-26
90001930.SZ,159915,C,2.45,2023-04-26
90001931.SZ,159915,C,2.5,2023-04-26
90001932.SZ,159915,C,2.55,2023-04-26
90001933.SZ,159915,C,2.6,2023-04-26
90001934.SZ,159915,P,2.2,2023-04-26
90001935.SZ,159915,P,2.25,2023-04-26
90001936.SZ,159915,P,2.3,2023-04-26
90001937.SZ,159915,P,2.35,2023-04-26
90001938.SZ,159915,P,2.4,2023-04-26
90001939.SZ,159915,P,2.45,2023-04-26
90001940.SZ,159915,P,2.5,2023-04-26
90001941.SZ,159915,P,2.55,2023-04-26
90001942.SZ,159915,P,2.6,2023-04-26
90001979.SZ,159915,C,2.15,2023-04-26
90001980.SZ,159915,P,2.15,2023-04-26
90001981.SZ,159915,C,2.15,2023-09-27
90001982.SZ,159915,P,2.15,2023-09-27
90001989.SZ,159915,C,2.1,2023-04-26
90001990.SZ,159915,P,2.1,2023-04-26
90001991.SZ,159915,C,2.1,2023-09-27
90001992.SZ,159915,P,2.1,2023-09-27
90002003.SZ,159915,C,2.05,2023-04-26
90002004.SZ,159915,P,2.05,2023-04-26
90002005.SZ,159915,C,2.05,2023-09-27
90002006.SZ,159915,P,2.05,2023-09-27
90002029.SZ,159915,C,2.05,2023-05-24
90002030.SZ,159915,C,2.1,2023-05-24
90002031.SZ,159915,C,2.15,2023-05-24
90002032.SZ,159915,C,2.2,2023-05-24
90002033.SZ,159915,C,2.25,2023-05-24
90002034.SZ,159915,C,2.3,2023-05-24
90002035.SZ,159915,C,2.35,2023-05-24
90002036.SZ,159915,C,2.4,2023-05-24
90002037.SZ,159915,C,2.45,2023-05-24
90002038.SZ,159915,P,2.05,2023-05-24
90002039.SZ,159915,P,2.1,2023-05-24
90002040.SZ,159915,P,2.15,2023-05-24
90002041.SZ,159915,P,2.2,2023-05-24
90002042.SZ,159915,P,2.25,2023-05-24
90002043.SZ,159915,P,2.3,2023-05-24
90002044.SZ,159915,P,2.35,2023-05-24
90002045.SZ,159915,P,2.4,2023-05-24
90002046.SZ,159915,P,2.45,2023-05-24
90002083.SZ,159915,C,2.5,2023-05-24
90002084.SZ,159915,P,2.5,2023-05-24
90002087.SZ,159915,C,2.55,2023-05-24
90002088.SZ,159915,P,2.55,2023-05-24
90002097.SZ,159915,C,2.0,2023-04-26
90002098.SZ,159915,P,2.0,2023-04-26
90002099.SZ,159915,C,2.0,2023-05-24
90002100.SZ,159915,P,2.0,2023-05-24
90002101.SZ,159915,C,2.0,2023-09-27
90002102.SZ,159915,P,2.0,2023-09-27
90002123.SZ,159915,C,2.05,2023-12-27
90002124.SZ,159915,C,2.1,2023-12-27
90002125.SZ,159915,C,2.15,2023-12-27
90002126.SZ,159915,C,2.2,2023-12-27
90002127.SZ,159915,C,2.25,2023-12-27
90002128.SZ,159915,C,2.3,2023-12-27
90002129.SZ,159915,C,2.35,2023-12-27
90002130.SZ,159915,C,2.4,2023-12-27
90002131.SZ,159915,C,2.45,2023-12-27
90002132.SZ,159915,P,2.05,2023-12-27
90002133.SZ,159915,P,2.1,2023-12-27
90002134.SZ,159915,P,2.15,2023-12-27
90002135.SZ,159915,P,2.2,2023-12-27
90002136.SZ,159915,P,2.25,2023-12-27
90002137.SZ,159915,P,2.3,2023-12-27
90002138.SZ,159915,P,2.35,2023-12-27
90002139.SZ,159915,P,2.4,2023-12-27
90002140.SZ,159915,P,2.45,2023-12-27
90002183.SZ,159915,C,2.0,2023-12-27
90002184.SZ,159915,P,2.0,2023-12-27
90002211.SZ,159915,C,2.0,2023-07-26
90002212.SZ,159915,C,2.05,2023-07-26
90002213.SZ,159915,C,2.1,2023-07-26
90002214.SZ,159915,C,2.15,2023-07-26
90002215.SZ,159915,C,2.2,2023-07-26
90002216.SZ,159915,C,2.25,2023-07-26
90002217.SZ,159915,C,2.3,2023-07-26
90002218.SZ,159915,C,2.35,2023-07-26
90002219.SZ,159915,C,2.4,2023-07-26
90002220.SZ,159915,P,2.0,2023-07-26
90002221.SZ,159915,P,2.05,2023-07-26
90002222.SZ,159915,P,2.1,2023-07-26
90002223.SZ,159915,P,2.15,2023-07-26
90002224.SZ,159915,P,2.2,2023-07-26
90002225.SZ,159915,P,2.25,2023-07-26
90002226.SZ,159915,P,2.3,2023-07-26
90002227.SZ,159915,P,2.35,2023-07-26
90002228.SZ,159915,P,2.4,2023-07-26
90002277.SZ,159915,C,1.95,2023-06-28
90002278.SZ,159915,P,1.95,2023-06-28
90002279.SZ,159915,C,1.95,2023-07-26
90002280.SZ,159915,P,1.95,2023-07-26
90002281.SZ,159915,C,1.95,2023-09-27
90002282.SZ,159915,P,1.95,2023-09-27
90002283.SZ,159915,C,1.95,2023-12-27
90002284.SZ,159915,P,1.95,2023-12-27
90002293.SZ,159915,C,1.9,2023-06-28
90002294.SZ,159915,P,1.9,2023-06-28
90002295.SZ,159915,C,1.9,2023-07-26
90002296.SZ,159915,P,1.9,2023-07-26
90002297.SZ,159915,C,1.9,2023-09-27
90002298.SZ,159915,P,1.9,2023-09-27
90002299.SZ,159915,C,1.9,2023-12-27
90002300.SZ,159915,P,1.9,2023-12-27
90002301.SZ,159915,C,1.85,2023-06-28
90002302.SZ,159915,P,1.85,2023-06-28
90002303.SZ,159915,C,1.85,2023-07-26
90002304.SZ,159915,P,1.85,2023-07-26
90002305.SZ,159915,C,1.85,2023-09-27
90002306.SZ,159915,P,1.85,2023-09-27
90002307.SZ,159915,C,1.85,2023-12-27
90002308.SZ,159915,P,1.85,2023-12-27
90002339.SZ,159915,C,1.95,2023-08-23
90002340.SZ,159915,C,2.0,2023-08-23
90002341.SZ,159915,C,2.05,2023-08-23
90002342.SZ,159915,C,2.1,2023-08-23
90002343.SZ,159915,C,2.15,2023-08-23
90002344.SZ,159915,C,2.2,2023-08-23
90002345.SZ,159915,C,2.25,2023-08-23
90002346.SZ,159915,C,2.3,2023-08-23
90002347.SZ,159915,C,2.35,2023-08-23
90002348.SZ,159915,P,1.95,2023-08-23
90002349.SZ,159915,P,2.0,2023-08-23
90002350.SZ,159915,P,2.05,2023-08-23
90002351.SZ,159915,P,2.1,2023-08-23
90002352.SZ,159915,P,2.15,2023-08-23
90002353.SZ,159915,P,2.2,2023-08-23
90002354.SZ,159915,P,2.25,2023-08-23
90002355.SZ,159915,P,2.3,2023-08-23
90002356.SZ,159915,P,2.35,2023-08-23
90002397.SZ,159915,C,1.9,2023-08-23
90002398.SZ,159915,P,1.9,2023-08-23
90002399.SZ,159915,C,2.4,2023-08-23
90002400.SZ,159915,P,2.4,2023-08-23
90002423.SZ,159915,C,1.95,2024-03-27
90002424.SZ,159915,C,2.0,2024-03-27
90002425.SZ,159915,C,2.05,2024-03-27
90002426.SZ,159915,C,2.1,2024-03-27
90002427.SZ,159915,C,2.15,2024-03-27
90002428.SZ,159915,C,2.2,2024-03-27
90002429.SZ,159915,C,2.25,2024-03-27
90002430.SZ,159915,C,2.3,2024-03-27
90002431.SZ,159915,C,2.35,2024-03-27
90002432.SZ,159915,P,1.95,2024-03-27
90002433.SZ,159915,P,2.0,2024-03-27
90002434.SZ,159915,P,2.05,2024-03-27
90002435.SZ,159915,P,2.1,2024-03-27
90002436.SZ,159915,P,2.15,2024-03-27
90002437.SZ,159915,P,2.2,2024-03-27
90002438.SZ,159915,P,2.25,2024-03-27
90002439.SZ,159915,P,2.3,2024-03-27
90002440.SZ,159915,P,2.35,2024-03-27
90002483.SZ,159915,C,2.4,2024-03-27
90002484.SZ,159915,P,2.4,2024-03-27
90002493.SZ,159915,C,1.9,2024-03-27
90002494.SZ,159915,P,1.9,2024-03-27
90002505.SZ,159915,C,1.85,2023-08-23
90002506.SZ,159915,P,1.85,2023-08-23
90002507.SZ,159915,C,1.85,2024-03-27
90002508.SZ,159915,P,1.85,2024-03-27
90002537.SZ,159915,C,1.8,2023-10-25
90002538.SZ,159915,C,1.85,2023-10-25
90002539.SZ,159915,C,1.9,2023-10-25
90002540.SZ,159915,C,1.95,2023-10-25
90002541.SZ,159915,C,2.0,2023-10-25
90002542.SZ,159915,C,2.05,2023-10-25
90002543.SZ,159915,C,2.1,2023-10-25
90002544.SZ,159915,C,2.15,2023-10-25
90002545.SZ,159915,C,2.2,2023-10-25
90002546.SZ,159915,P,1.8,2023-10-25
90002547.SZ,159915,P,1.85,2023-10-25
90002548.SZ,159915,P,1.9,2023-10-25
90002549.SZ,159915,P,1.95,2023-10-25
90002550.SZ,159915,P,2.0,2023-10-25
90002551.SZ,159915,P,2.05,2023-10-25
90002552.SZ,159915,P,2.1,2023-10-25
90002553.SZ,159915,P,2.15,2023-10-25
90002554.SZ,159915,P,2.2,2023-10-25
90002597.SZ,159915,C,1.8,2023-09-27
90002598.SZ,159915,P,1.8,2023-09-27
90002599.SZ,159915,C,1.8,2023-12-27
90002600.SZ,159915,P,1.8,2023-12-27
90002601.SZ,159915,C,1.8,2024-03-27
90002602.SZ,159915,P,1.8,2024-03-27
90002621.SZ,159915,C,2.25,2023-10-25
90002622.SZ,159915,P,2.25,2023-10-25
90002629.SZ,159915,C,1.75,2023-09-27
90002630.SZ,159915,P,1.75,2023-09-27
90002631.SZ,159915,C,1.75,2023-10-25
90002632.SZ,159915,P,1.75,2023-10-25
90002633.SZ,159915,C,1.75,2023-12-27
90002634.SZ,159915,P,1.75,2023-12-27
90002635.SZ,159915,C,1.75,2024-03-27
90002636.SZ,159915,P,1.75,2024-03-27
90002645.SZ,159915,C,1.7,2023-09-27
90002646.SZ,159915,P,1.7,2023-09-27
90002647.SZ,159915,C,1.7,2023-10-25
90002648.SZ,159915,P,1.7,2023-10-25
90002649.SZ,159915,C,1.7,2023-12-27
90002650.SZ,159915,P,1.7,2023-12-27
90002651.SZ,159915,C,1.7,2024-03-27
90002652.SZ,159915,P,1.7,2024-03-27
90002671.SZ,159915,C,1.75,2023-11-22
90002672.SZ,159915,C,1.8,2023-11-22
90002673.SZ,159915,C,1.85,2023-11-22
90002674.SZ,159915,C,1.9,2023-11-22
90002675.SZ,159915,C,1.95,2023-11-22
90002676.SZ,159915,C,2.0,2023-11-22
90002677.SZ,159915,C,2.05,2023-11-22
90002678.SZ,159915,C,2.1,2023-11-22
90002679.SZ,159915,C,2.15,2023-11-22
90002680.SZ,159915,P,1.75,2023-11-22
90002681.SZ,159915,P,1.8,2023-11-22
90002682.SZ,159915,P,1.85,2023-11-22
90002683.SZ,159915,P,1.9,2023-11-22
90002684.SZ,159915,P,1.95,2023-11-22
90002685.SZ,159915,P,2.0,2023-11-22
90002686.SZ,159915,P,2.05,2023-11-22
90002687.SZ,159915,P,2.1,2023-11-22
90002688.SZ,159915,P,2.15,2023-11-22
90002729.SZ,159915,C,1.7,2023-11-22
90002730.SZ,159915,P,1.7,2023-11-22
90002755.SZ,159915,C,1.65,2023-10-25
90002756.SZ,159915,P,1.65,2023-10-25
90002757.SZ,159915,C,1.65,2023-11-22
90002758.SZ,159915,P,1.65,2023-11-22
90002759.SZ,159915,C,1.65,2023-12-27
90002760.SZ,159915,P,1.65,2023-12-27
90002761.SZ,159915,C,1.65,2024-03-27
90002762.SZ,159915,P,1.65,2024-03-27
90002779.SZ,159915,C,1.6,2023-10-25
90002780.SZ,159915,P,1.6,2023-10-25
90002781.SZ,159915,C,1.6,2023-11-22
90002782.SZ,159915,P,1.6,2023-11-22
90002783.SZ,159915,C,1.6,2023-12-27
90002784.SZ,159915,P,1.6,2023-12-27
90002785.SZ,159915,C,1.6,2024-03-27
90002786.SZ,159915,P,1.6,2024-03-27
90002813.SZ,159915,C,1.6,2024-06-26
90002814.SZ,159915,C,1.65,2024-06-26
90002815.SZ,159915,C,1.7,2024-06-26
90002816.SZ,159915,C,1.75,2024-06-26
90002817.SZ,159915,C,1.8,2024-06-26
90002818.SZ,159915,C,1.85,2024-06-26
90002819.SZ,159915,C,1.9,2024-06-26
90002820.SZ,159915,C,1.95,2024-06-26
90002821.SZ,159915,C,2.0,2024-06-26
90002822.SZ,159915,P,1.6,2024-06-26
90002823.SZ,159915,P,1.65,2024-06-26
90002824.SZ,159915,P,1.7,2024-06-26
90002825.SZ,159915,P,1.75,2024-06-26
90002826.SZ,159915,P,1.8,2024-06-26
90002827.SZ,159915,P,1.85,2024-06-26
90002828.SZ,159915,P,1.9,2024-06-26
90002829.SZ,159915,P,1.95,2024-06-26
90002830.SZ,159915,P,2.0,2024-06-26
90002867.SZ,159915,C,2.05,2024-06-26
90002868.SZ,159915,P,2.05,2024-06-26
90002871.SZ,159915,C,2.1,2024-06-26
90002872.SZ,159915,P,2.1,2024-06-26
90002879.SZ,159915,C,2.15,2024-06-26
90002880.SZ,159915,P,2.15,2024-06-26
90002883.SZ,159915,C,2.2,2023-11-22
90002884.SZ,159915,P,2.2,2023-11-22
90002885.SZ,159915,C,2.2,2024-06-26
90002886.SZ,159915,P,2.2,2024-06-26
90002909.SZ,159915,C,1.7,2024-01-24
90002910.SZ,159915,C,1.75,2024-01-24
90002911.SZ,159915,C,1.8,2024-01-24
90002912.SZ,159915,C,1.85,2024-01-24
90002913.SZ,159915,C,1.9,2024-01-24
90002914.SZ,159915,C,1.95,2024-01-24
90002915.SZ,159915,C,2.0,2024-01-24
90002916.SZ,159915,C,2.05,2024-01-24
90002917.SZ,159915,C,2.1,2024-01-24
90002918.SZ,159915,P,1.7,2024-01-24
90002919.SZ,159915,P,1.75,2024-01-24
90002920.SZ,159915,P,1.8,2024-01-24
90002921.SZ,159915,P,1.85,2024-01-24
90002922.SZ,159915,P,1.9,2024-01-24
90002923.SZ,159915,P,1.95,2024-01-24
90002924.SZ,159915,P,2.0,2024-01-24
90002925.SZ,159915,P,2.05,2024-01-24
90002926.SZ,159915,P,2.1,2024-01-24
90002967.SZ,159915,C,1.65,2024-01-24
90002968.SZ,159915,P,1.65,2024-01-24
90002981.SZ,159915,C,1.6,2024-01-24
90002982.SZ,159915,P,1.6,2024-01-24
90002999.SZ,159915,C,1.55,2023-12-27
90003000.SZ,159915,P,1.55,2023-12-27
90003001.SZ,159915,C,1.55,2024-01-24
90003002.SZ,159915,P,1.55,2024-01-24
90003003.SZ,159915,C,1.55,2024-03-27
90003004.SZ,159915,P,1.55,2024-03-27
90003005.SZ,159915,C,1.55,2024-06-26
90003006.SZ,159915,P,1.55,2024-06-26
90003035.SZ,159915,C,1.55,2024-02-28
90003036.SZ,159915,C,1.6,2024-02-28
90003037.SZ,159915,C,1.65,2024-02-28
90003038.SZ,159915,C,1.7,2024-02-28
90003039.SZ,159915,C,1.75,2024-02-28
90003040.SZ,159915,C,1.8,2024-02-28
90003041.SZ,159915,C,1.85,2024-02-28
90003042.SZ,159915,C,1.9,2024-02-28
90003043.SZ,159915,C,1.95,2024-02-28
90003044.SZ,159915,P,1.55,2024-02-28
90003045.SZ,159915,P,1.6,2024-02-28
90003046.SZ,159915,P,1.65,2024-02-28
90003047.SZ,159915,P,1.7,2024-02-28
90003048.SZ,159915,P,1.75,2024-02-28
90003049.SZ,159915,P,1.8,2024-02-28
90003050.SZ,159915,P,1.85,2024-02-28
90003051.SZ,159915,P,1.9,2024-02-28
90003052.SZ,159915,P,1.95,2024-02-28
90003093.SZ,159915,C,2.0,2024-02-28
90003094.SZ,159915,C,2.05,2024-02-28
90003095.SZ,159915,P,2.0,2024-02-28
90003096.SZ,159915,P,2.05,2024-02-28
90003109.SZ,159915,C,1.5,2024-01-24
90003110.SZ,159915,P,1.5,2024-01-24
90003111.SZ,159915,C,1.5,2024-02-28
90003112.SZ,159915,P,1.5,2024-02-28
90003113.SZ,159915,C,1.5,2024-03-27
90003114.SZ,159915,P,1.5,2024-03-27
90003115.SZ,159915,C,1.5,2024-06-26
90003116.SZ,159915,P,1.5,2024-06-26
90003135.SZ,159915,C,1.45,2024-01-24
90003136.SZ,159915,P,1.45,2024-01-24
90003137.SZ,159915,C,1.45,2024-02-28
90003138.SZ,159915,P,1.45,2024-02-28
90003139.SZ,159915,C,1.45,2024-03-27
90003140.SZ,159915,P,1.45,2024-03-27
90003141.SZ,159915,C,1.45,2024-06-26
90003142.SZ,159915,P,1.45,2024-06-26
90003143.SZ,159915,C,1.4,2024-01-24
90003144.SZ,159915,P,1.4,2024-01-24
90003145.SZ,159915,C,1.4,2024-02-28
90003146.SZ,159915,P,1.4,2024-02-28
90003147.SZ,159915,C,1.4,2024-03-27
90003148.SZ,159915,P,1.4,2024-03-27
90003149.SZ,159915,C,1.4,2024-06-26
