surface_point_id,etf_code,strategy_name,moneyness_label,target_moneyness,avg_realized_moneyness,median_realized_moneyness,coverage,coverage_label,sample_start,sample_end,n_periods,selected_periods,option_sale_success_rate,assignment_frequency,avg_selected_delta,cumulative_return,annualized_return_cagr,annualized_volatility,sharpe_daily_mean,max_drawdown,calmar_ratio,premium_contribution_annualized,upside_cost_annualized,option_leg_annualized_pnl_contribution,total_net_option_contribution,source_note
mny_0081,510050,510050_DTE30_OTM1_Q10_MonthlyHold,OTM1,0.01,0.007308002640340102,0.00553124544792416,0.1,Q10,2022-09-19,2026-05-27,44,44,1.0,0.4090909090909091,,0.1576672419209868,0.04084082827579416,0.1783106901482695,0.22904307218952524,0.17616209243721437,0.23183664380207206,0.017687853039080763,0.013118518887615144,0.00456049022494608,0.016721797491468963,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0082,510050,510050_DTE30_OTM1_Q20_MonthlyHold,OTM1,0.01,0.007308002640340102,0.00553124544792416,0.2,Q20,2022-09-19,2026-05-27,44,44,1.0,0.4090909090909091,,0.18046737193866913,0.046405837958763074,0.17358740601461708,0.2673341288068757,0.16525904612065656,0.28080664295303936,0.035375706078161526,0.026237037775230287,0.00912098044989216,0.033443594982937926,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0083,510050,510050_DTE30_OTM1_Q30_MonthlyHold,OTM1,0.01,0.007308002640340102,0.00553124544792416,0.3,Q30,2022-09-19,2026-05-27,44,44,1.0,0.4090909090909091,,0.2034900581107113,0.05194647878295511,0.16905389725102157,0.3072776175388716,0.1542355883203308,0.33679956324391125,0.053063559117242295,0.03935555666284543,0.013681470674838239,0.05016539247440688,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0084,510050,510050_DTE30_OTM1_Q40_MonthlyHold,OTM1,0.01,0.007308002640340102,0.00553124544792416,0.4,Q40,2022-09-19,2026-05-27,44,44,1.0,0.4090909090909091,,0.22673035379411055,0.05746192310817566,0.1647258333346003,0.34883370716635437,0.14309071685056785,0.40157687635448885,0.07075141215632305,0.052474075550460575,0.01824196089978432,0.06688718996587585,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0085,510050,510050_DTE30_OTM1_Q50_MonthlyHold,OTM1,0.01,0.007308002640340102,0.00553124544792416,0.5,Q50,2022-09-19,2026-05-27,44,44,1.0,0.4090909090909091,,0.2501830326315184,0.0629513341873118,0.16061982288292498,0.39192755325845885,0.13182342555367454,0.47754284887460996,0.08843926519540382,0.06559259443807572,0.022802451124730394,0.08360898745734478,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0086,510050,510050_DTE30_OTM1_Q60_MonthlyHold,OTM1,0.01,0.007308002640340102,0.00553124544792416,0.6,Q60,2022-09-19,2026-05-27,44,44,1.0,0.4090909090909091,,0.273842584011994,0.06841386608737099,0.15675331633254197,0.4364428625052845,0.12043270435038744,0.5680671745801488,0.10612711823448459,0.07871111332569086,0.027362941349676477,0.10033078494881376,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0087,510050,510050_DTE30_OTM1_Q70_MonthlyHold,OTM1,0.01,0.007308002640340102,0.00553124544792416,0.7,Q70,2022-09-19,2026-05-27,44,44,1.0,0.4090909090909091,,0.2977032086366387,0.07384866360834685,0.15314445534429855,0.4822157187625284,0.10891753929170866,0.6780236139063103,0.12381497127356535,0.09182963221330599,0.03192343157462256,0.11705258244028273,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0088,510050,510050_DTE30_OTM1_Q80_MonthlyHold,OTM1,0.01,0.007308002640340102,0.00553124544792416,0.8,Q80,2022-09-19,2026-05-27,44,44,1.0,0.4090909090909091,,0.32175881419709396,0.07925486219981881,0.1498118605695085,0.5290292897940934,0.09727691261214,0.8147345559354022,0.1415028243126461,0.10494815110092115,0.03648392179956864,0.1337743799317517,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0089,510050,510050_DTE30_OTM1_Q90_MonthlyHold,OTM1,0.01,0.007308002640340102,0.00553124544792416,0.9,Q90,2022-09-19,2026-05-27,44,44,1.0,0.4090909090909091,,0.3460030111751007,0.08463158787519176,0.1467743515572048,0.5766101977443033,0.08705543023274964,0.972157482295159,0.15919067735172684,0.1180666699885363,0.04104441202451471,0.1504961774232206,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0090,510050,510050_DTE30_OTM1_Q100_MonthlyHold,OTM1,0.01,0.007308002640340102,0.00553124544792416,1.0,Q100,2022-09-19,2026-05-27,44,44,1.0,0.4090909090909091,,0.37042910877138624,0.0899779571234578,0.14405059640946358,0.6246274528964504,0.07854504129606554,1.1455587219605288,0.17687853039080764,0.13118518887615144,0.04560490224946079,0.16721797491468957,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0091,510050,510050_DTE30_OTM2_Q10_MonthlyHold,OTM2,0.02,0.021250930018904476,0.021345488384291844,0.1,Q10,2022-09-19,2026-05-27,44,44,1.0,0.22727272727272727,,0.15518398665741495,0.040229925264987365,0.17965481901214256,0.22392900722728898,0.17922295697839685,0.22446859455530907,0.012104728635079078,0.007902675276964633,0.004196000993796906,0.015385336977255321,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0092,510050,510050_DTE30_OTM2_Q20_MonthlyHold,OTM2,0.02,0.021250930018904476,0.021345488384291844,0.2,Q20,2022-09-19,2026-05-27,44,44,1.0,0.22727272727272727,,0.175483729716172,0.04519615425744972,0.1762298127156623,0.25646145541998266,0.17143668262320655,0.26363175935213606,0.024209457270158156,0.015805350553929266,0.008392001987593812,0.030770673954510643,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0093,510050,510050_DTE30_OTM2_Q30_MonthlyHold,OTM2,0.02,0.021250930018904476,0.021345488384291844,0.3,Q30,2022-09-19,2026-05-27,44,44,1.0,0.22727272727272727,,0.19599204352193067,0.050150528016868146,0.17294173280356628,0.2899851135054313,0.1635864704564738,0.3065689227044722,0.036314185905237224,0.023708025830893896,0.01258800298139072,0.046156010931765974,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0094,510050,510050_DTE30_OTM2_Q40_MonthlyHold,OTM2,0.02,0.021250930018904476,0.021345488384291844,0.4,Q40,2022-09-19,2026-05-27,44,44,1.0,0.22727272727272727,,0.2167072745487515,0.055092614193813505,0.1697985340342896,0.32445871518942526,0.1556718863891039,0.353902142973387,0.04841891454031631,0.03161070110785853,0.016784003975187624,0.061541347909021285,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0095,510050,510050_DTE30_OTM2_Q50_MonthlyHold,OTM2,0.02,0.021250930018904476,0.021345488384291844,0.5,Q50,2022-09-19,2026-05-27,44,44,1.0,0.22727272727272727,,0.2376276383230138,0.06002197534997333,0.16680840666788493,0.35982584180830235,0.14769249415063634,0.406398278363117,0.06052364317539538,0.039513376384823155,0.02098000496898453,0.07692668488627662,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0096,510050,510050_DTE30_OTM2_Q60_MonthlyHold,OTM2,0.02,0.021250930018904476,0.021345488384291844,0.6,Q60,2022-09-19,2026-05-27,44,44,1.0,0.22727272727272727,,0.2587512167224588,0.06493816891297488,0.16397972456908855,0.39601340399626594,0.13964785528451096,0.465013721697862,0.07262837181047445,0.04741605166178779,0.02517600596278144,0.09231202186353195,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0097,510050,510050_DTE30_OTM2_Q70_MonthlyHold,OTM2,0.02,0.021250930018904476,0.021345488384291844,0.7,Q70,2022-09-19,2026-05-27,44,44,1.0,0.22727272727272727,,0.2800759552746801,0.0698407471301905,0.16132098054568353,0.43293034107496464,0.13153752914338812,0.5309568119837313,0.08473310044555352,0.05531872693875241,0.029372006956578343,0.10769735884078725,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0098,510050,510050_DTE30_OTM2_Q80_MonthlyHold,OTM2,0.02,0.021250930018904476,0.021345488384291844,0.8,Q80,2022-09-19,2026-05-27,44,44,1.0,0.22727272727272727,,0.3015996604568627,0.07472925702150346,0.15884070831647165,0.4704666569014166,0.12336107288451004,0.6057766463450313,0.09683782908063263,0.06322140221571707,0.03356800795037525,0.12308269581804257,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0099,510050,510050_DTE30_OTM2_Q90_MonthlyHold,OTM2,0.02,0.021250930018904476,0.021345488384291844,0.9,Q90,2022-09-19,2026-05-27,44,44,1.0,0.22727272727272727,,0.3233199969985683,0.07960324033100052,0.15654739101156254,0.5084929222814135,0.11758303817856741,0.676995947409618,0.10894255771571168,0.07112407749268168,0.037764008944172145,0.13846803279529787,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0100,510050,510050_DTE30_OTM2_Q100_MonthlyHold,OTM2,0.02,0.021250930018904476,0.021345488384291844,1.0,Q100,2022-09-19,2026-05-27,44,44,1.0,0.22727272727272727,,0.34523448518946864,0.08446223347756843,0.15444935676902857,0.5468603770482356,0.1126752845573652,0.7496074565897106,0.12104728635079076,0.07902675276964631,0.04196000993796906,0.15385336977255323,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0101,510050,510050_DTE30_OTM3_Q10_MonthlyHold,OTM3,0.03,0.027227133232356048,0.0257694154084398,0.1,Q10,2022-09-19,2026-05-27,44,44,1.0,0.18181818181818182,,0.15596487643537826,0.040422133899241874,0.18017878822522038,0.22434457628117083,0.18019239038864854,0.22432764120647528,0.010381874355454825,0.00590406049913566,0.004472622919141437,0.01639961737018527,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0102,510050,510050_DTE30_OTM3_Q20_MonthlyHold,OTM3,0.03,0.027227133232356048,0.0257694154084398,0.2,Q20,2022-09-19,2026-05-27,44,44,1.0,0.18181818181818182,,0.1770939075783189,0.04558740090020663,0.17726660777899364,0.2571685749018367,0.17339093074332268,0.26291687059279606,0.02076374871090965,0.01180812099827132,0.008945245838282875,0.03279923474037054,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0103,510050,510050_DTE30_OTM3_Q30_MonthlyHold,OTM3,0.03,0.027227133232356048,0.0257694154084398,0.3,Q30,2022-09-19,2026-05-27,44,44,1.0,0.18181818181818182,,0.19848152246633344,0.050747721655939326,0.1744784450299041,0.29085381662612597,0.16654106899870524,0.3047159596191487,0.031145623066364467,0.017712181497406984,0.01341786875742431,0.0491988521105558,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0104,510050,510050_DTE30_OTM3_Q40_MonthlyHold,OTM3,0.03,0.027227133232356048,0.0257694154084398,0.4,Q40,2022-09-19,2026-05-27,44,44,1.0,0.18181818181818182,,0.22012770869599496,0.05590274333330636,0.17182033746345005,0.3253557998930022,0.15964252655695021,0.35017450887914786,0.0415274974218193,0.02361624199654264,0.01789049167656575,0.06559846948074108,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0105,510050,510050_DTE30_OTM3_Q50_MonthlyHold,OTM3,0.03,0.027227133232356048,0.0257694154084398,0.5,Q50,2022-09-19,2026-05-27,44,44,1.0,0.18181818181818182,,0.2420323489669871,0.061052107896185426,0.16929841107190993,0.36061831596430866,0.15269502372178811,0.3998303704213897,0.051909371777274116,0.029520302495678302,0.02236311459570718,0.08199808685092633,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0106,510050,510050_DTE30_OTM3_Q60_MonthlyHold,OTM3,0.03,0.027227133232356048,0.0257694154084398,0.6,Q60,2022-09-19,2026-05-27,44,44,1.0,0.18181818181818182,,0.2641952179608418,0.06619545204305721,0.16691883853032238,0.3965726854194003,0.1456982796981091,0.4543324202606649,0.062291246132728934,0.03542436299481397,0.02683573751484862,0.0983977042211116,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0107,510050,510050_DTE30_OTM3_Q70_MonthlyHold,OTM3,0.03,0.027227133232356048,0.0257694154084398,0.7,Q70,2022-09-19,2026-05-27,44,44,1.0,0.18181818181818182,,0.2866159791773706,0.0713324071431618,0.1646877905631416,0.43313719189045063,0.1386520125915901,0.5144707661278366,0.07267312048818375,0.04132842349394961,0.03130836043399005,0.11479732159129687,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0108,510050,510050_DTE30_OTM3_Q80_MonthlyHold,OTM3,0.03,0.027227133232356048,0.0257694154084398,0.8,Q80,2022-09-19,2026-05-27,44,44,1.0,0.18181818181818182,,0.3092941817292689,0.07646259917120113,0.16261138061109215,0.47021677624195396,0.13155593940836185,0.5812173856617308,0.0830549948436386,0.04723248399308528,0.0357809833531315,0.13119693896148216,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0109,510050,510050_DTE30_OTM3_Q90_MonthlyHold,OTM3,0.03,0.027227133232356048,0.0257694154084398,0.9,Q90,2022-09-19,2026-05-27,44,44,1.0,0.18181818181818182,,0.33222925709536444,0.08158564864053952,0.16069560319853393,0.5077030548231194,0.1244097760547126,0.6557816534020606,0.09343686919909341,0.05313654449222095,0.04025360627227293,0.1475965563316674,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0110,510050,510050_DTE30_OTM3_Q100_MonthlyHold,OTM3,0.03,0.027227133232356048,0.0257694154084398,1.0,Q100,2022-09-19,2026-05-27,44,44,1.0,0.18181818181818182,,0.35542051583303436,0.08670117053486992,0.1589462667377085,0.5454747212021236,0.11721323733683664,0.7396875344865363,0.10381874355454823,0.059040604991356604,0.04472622919141436,0.16399617370185265,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0111,510050,510050_DTE30_OTM4_Q10_MonthlyHold,OTM4,0.04,0.04024589045934381,0.041028267692112985,0.1,Q10,2022-09-19,2026-05-27,44,44,1.0,0.1590909090909091,,0.15237593014476936,0.039537967601136925,0.18106568380407184,0.21836256749744087,0.18240008626263837,0.21676507073689702,0.007291552828024397,0.0035183504196290806,0.0037695566319813035,0.013821707650598113,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0112,510050,510050_DTE30_OTM4_Q20_MonthlyHold,OTM4,0.04,0.04024589045934381,0.041028267692112985,0.2,Q20,2022-09-19,2026-05-27,44,44,1.0,0.1590909090909091,,0.16984083954554907,0.043821943888957327,0.179000356897962,0.24481484086614275,0.1778313210382957,0.2464242161228749,0.014583105656048794,0.007036700839258161,0.007539113263962607,0.027643415301196225,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0113,510050,510050_DTE30_OTM4_Q30_MonthlyHold,OTM4,0.04,0.04024589045934381,0.041028267692112985,0.3,Q30,2022-09-19,2026-05-27,44,44,1.0,0.1590909090909091,,0.18748963862570078,0.04810407653681836,0.17701582418826275,0.2717501486514445,0.17323932359365002,0.2776741188949181,0.02187465848407319,0.01055505125888724,0.01130866989594391,0.04146512295179434,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
mny_0114,510050,510050_DTE30_OTM4_Q40_MonthlyHold,OTM4,0.04,0.04024589045934381,0.041028267692112985,0.4,Q40,2022-09-19,2026-05-27,44,44,1.0,0.1590909090909091,,0.20532286901126695,0.05238424299851818,0.1751148325579321,0.29914223845766036,0.16862398732545247,0.3106571243474041,0.02916621131209759,0.014073401678516322,0.015078226527925214,0.05528683060239245,ver3.0 Step A refined monthly DTE30 moneyness-target backtest from raw option chain; diagnostic layer only.
